id,titulo,año,pais,tipo
6141,Revolución,1985,Estados Unidos,Película
6142,Hijos de la libertad (Miniserie de TV),2015,Estados Unidos,Miniserie de TV
6143,El discípulo del diablo,1959,Reino Unido,Película
6144,El capitán Jones,1959,Estados Unidos,Película
6145,Pasión de libertad,1940,Estados Unidos,Película
6146,América,1924,Estados Unidos,Película
6147,1776,1972,Estados Unidos,Película
6148,Green Zone: Distrito protegido,2010,Estados Unidos,Película
6149,Caza a la espía (Fair Game),2010,Estados Unidos,Película
6150,Generation Kill (Miniserie de TV),2008,Estados Unidos,Miniserie de TV
6151,Camino a Guantánamo,2006,Reino Unido,Película
6152,Secretos de Estado,2019,Reino Unido,Película
6153,Invasor,2012,España,Película
6154,La vida sin Grace,2007,Estados Unidos,Película
6155,La batalla de Hadiza,2007,Reino Unido,Película
6156,The Wall,2017,Estados Unidos,Película
6157,Billy Lynn,2016,Estados Unidos,Película
6158,Route Irish,2010,Reino Unido,Película
6159,Castillo de arena,2017,Estados Unidos,Película
6160,Regreso al infierno,2006,Estados Unidos,Película
6161,Ausente (Stop-Loss),2008,Estados Unidos,Película
6162,The Messenger,2009,Estados Unidos,Película
6163,Tipos con suerte,2008,Estados Unidos,Película
6164,Megan Leavey,2017,Estados Unidos,Película
6165,House of Saddam (Miniserie de TV),2008,Reino Unido,Miniserie de TV
6166,Deber cumplido,2017,Estados Unidos,Película
6167,El regreso de un soldado (TV),2009,Estados Unidos,TV
6168,Bagdad rap,2005,España,Película
6169,American Soldiers: un día en Irak,2005,Estados Unidos,Película
6170,La guerra sin fin (No End in Sight),2007,Estados Unidos,Película
6171,Desvelando la verdad,2017,Estados Unidos,Película
6172,La marca de Caín,2007,Reino Unido,Película
6173,"Irak, el valle de los lobos",2006,Turquía,Película
6174,S.O.P: Standard Operating Procedure,2008,Estados Unidos,Película
6175,Los cuatro jinetes del apocalipsis,2008,Canadá,Película
6176,Baghdad Central (Serie de TV),2019,Reino Unido,Serie de TV
6177,Invierno en Bagdad,2005,España,Película
6178,Al descubierto: la guerra en Iraq,2003,Estados Unidos,Película
6179,Shadow,2009,Italia,Película
6180,Ahlaam (Sueños),2005,Irak,Película
6181,Homeland (Iraq Year Zero),2015,Irak,Película
6182,Otra clase de justicia,2014,Estados Unidos,Película
6183,Manticore (TV),2005,Estados Unidos,TV
6184,Baraka (C),2016,España,Cortometraje
6185,20 sigarette,2010,Italia,Película
6186,The Situation,2006,Estados Unidos,Película
6187,Madonna: American Life (Director's Cut) (Vídeo musical),2003,Estados Unidos,Vídeo musical
6188,El último escalón 2 (TV),2007,Estados Unidos,TV
6189,Control Room,2004,Estados Unidos,Película
6190,Iraq in Fragments,2006,Estados Unidos,Película
6191,The Yellow Birds,2017,Estados Unidos,Película
6192,Curro Jiménez (Serie de TV),1976,España,Serie de TV
6193,Bruc. El desafío,2010,España,Película
6194,Sangre de mayo,2008,España,Película
6195,Orgullo y pasión,1957,Estados Unidos,Película
6196,Los héroes del sitio de Zaragoza (C),1903,España,Cortometraje
6197,Agustina de Aragón,1950,España,Película
6198,Avisa a Curro Jiménez,1978,España,Película
6199,"Dos de mayo, la libertad de una nación (Serie de TV)",2008,España,Serie de TV
6200,Los desastres de la guerra (Miniserie de TV),1983,España,Miniserie de TV
6201,Curro Jiménez: El regreso de una leyenda (Serie de TV),1995,España,Serie de TV
6202,Lola la piconera,1951,España,Película
6203,La guerrilla,1972,España,Película
6204,La leyenda del tambor,1982,España,Película
6205,Doctor Who: The War Games (TV) (TV),1969,Reino Unido,TV
6206,El tambor del Bruch,1947,España,Película
6207,La dama de hierro,2011,Reino Unido,Película
6208,Iluminados por el fuego,2005,Argentina,Película
6209,La deuda interna,1988,Argentina,Película
6210,Los chicos de la guerra,1984,Argentina,Película
6211,Operación Algeciras,2004,Argentina,Película
6212,Hola mamá (C),1997,España,Cortometraje
6213,"Guarisove, los olvidados (C)",1995,Argentina,Cortometraje
6214,"Soldado argentino, solo conocido por Dios",2016,Argentina,Película
6215,Teatro de guerra,2018,Argentina,Película
6216,Ni héroe ni traidor,2018,Argentina,Película
6217,Hundan al Belgrano,1996,Argentina,Película
6218,El mensajero del miedo,2004,Estados Unidos,Película
6219,Reglas de compromiso,2000,Estados Unidos,Película
6220,El doble del diablo,2011,Bélgica,Película
6221,Lecciones en la oscuridad,1992,Alemania,Película
6222,Fuego sobre Bagdad (TV),2002,Estados Unidos,TV
6223,"En la mili, americana",1994,Estados Unidos,Película
6224,Muerto el 4 de Julio (Tío Sam),1997,Estados Unidos,Película
6225,La novia de un soldado (TV),2003,Estados Unidos,TV
6226,Bravo Two Zero (TV),1999,Reino Unido,TV
6227,Airlift,2016,India,Película
6228,Los siete días,2008,Israel,Película
6229,Halcones de mar,1991,Estados Unidos,Película
6230,Escudos humanos,1991,Estados Unidos,Película
6231,La reunión (Gritos en la noche/Noches de terror),2001,Estados Unidos,Película
6232,Incendios,2010,Canadá,Película
6233,El insulto,2017,Líbano,Película
6234,Lebanon (Líbano),2009,Israel,Película
6235,Quiero ver,2008,Líbano,Película
6236,Under the Bombs,2007,Líbano,Película
6237,Zozo,2005,Suecia,Película
6238,Un día perfecto,2015,España,Película
6239,Guerreros,2002,España,Película
6240,Caza humana,2013,Bélgica,Película
6241,Antes de la lluvia,1994,Macedonia,Película
6242,En la Vía Láctea,2016,Serbia,Película
6243,Bajo el sol,2015,Croacia,Película
6244,La carga,2018,Serbia,Película
6245,El peso de las cadenas,2010,Canadá,Película
6246,El protector (The Zookeeper),2001,Dinamarca,Película
6247,Chris el suizo,2018,Suiza,Película
6248,The Tour,2008,Serbia,Película
6249,Depth Two,2016,Serbia,Película
6250,"Quo Vadis, Aida?",2020,Bosnia y Herzegovina,Película
6251,Enclave,2015,Serbia,Película
6252,On the Other Side,2016,Croacia,Película
6253,Héroes de guerra,2019,Rusia,Película
6254,"Kosovo, tierra robada",2008,República Checa,Película
6255,Rane,1998,Yugoslavia,Película
6256,Storm,2009,Alemania,Película
6257,Casco azul,1995,Francia,Película
6258,El juicio a Ratko Mladic,2018,Reino Unido,Película
6259,Warriors (TV),1999,Reino Unido,TV
6260,The Sky Above Us,2015,Serbia,Película
6261,Once Upon a Time There Was a Country (Underground) (Miniserie de TV),1996,Yugoslavia,Miniserie de TV
6262,La fiesta (C),2009,Croacia,Cortometraje
6263,Kosovo: Can You Imagine?,2009,Canadá,Película
6264,Witnesses,2003,Croacia,Película
6265,"El bueno, el feo y el malo",1966,Italia,Película
6266,Norte y Sur (Serie de TV),1985,Estados Unidos,Serie de TV
6267,El fuera de la ley,1976,Estados Unidos,Película
6268,La conquista del Oeste,1962,Estados Unidos,Película
6269,Jezabel,1938,Estados Unidos,Película
6270,Misión de audaces,1959,Estados Unidos,Película
6271,Río Lobo,1970,Estados Unidos,Película
6272,Fort Bravo,1953,Estados Unidos,Película
6273,Cabalga con el diablo,1999,Estados Unidos,Película
6274,La gran prueba,1956,Estados Unidos,Película
6275,Las cuatro hermanitas,1933,Estados Unidos,Película
6276,El árbol de la vida,1957,Estados Unidos,Película
6277,Gettysburg,1993,Estados Unidos,Película
6278,El valle de la violencia,1965,Estados Unidos,Película
6279,El honor del capitán Lex,1952,Estados Unidos,Película
6280,En defensa propia,2014,Estados Unidos,Película
6281,Dioses y generales,2003,Estados Unidos,Película
6282,Prisionero del odio,1936,Estados Unidos,Película
6283,Medalla roja al valor,1951,Estados Unidos,Película
6284,Mando siniestro,1940,Estados Unidos,Película
6285,"Oro, amor y sangre",1940,Estados Unidos,Película
6286,La rivière du hibou (C),1962,Francia,Cortometraje
6287,Abraham Lincoln vs. Zombies,2012,Estados Unidos,Película
6288,Mujercitas (Serie de TV),1987,Japón,Serie de TV
6289,Nacida en el oeste,1959,Estados Unidos,Película
6290,Las flores de la guerra,2012,Estados Unidos,Película
6291,Fugitivos rebeldes (El asalto),1954,Estados Unidos,Película
6292,Cinco pistolas,1955,Estados Unidos,Película
6293,Andersonville (TV) (TV),1996,Estados Unidos,TV
6294,El ídolo de Nueva York,1937,Estados Unidos,Película
6295,Al sur de San Luis,1949,Estados Unidos,Película
6296,The Retrieval,2013,Estados Unidos,Película
6297,Gettysburg: Tres días para un destino (TV),2004,Estados Unidos,TV
6298,Belle Starr,1941,Estados Unidos,Película
6299,Azules y grises (Miniserie de TV),1982,Estados Unidos,Miniserie de TV
6300,Sólo una bandera,1951,Estados Unidos,Película
6301,Jinetes,1950,Estados Unidos,Película
6302,La corresponsal,2018,Estados Unidos,Película
6303,Alma Mater,2017,Bélgica,Película
6304,Para Sama,2019,Reino Unido,Película
6305,Cascos blancos,2016,Reino Unido,Película
6306,Nacido en Siria,2016,España,Película
6307,Of Fathers and Sons. Los hijos de la Yihad,2017,Alemania,Película
6308,"Silvered Water, Syria Self-Portrait",2014,Siria,Película
6309,El secuestro de Daniel Rye,2019,Dinamarca,Película
6310,City of Ghosts,2017,Estados Unidos,Película
6311,"Comandante Arian, una historia de mujeres, guerra y libertad",2018,España,Película
6312,Los últimos hombres en Aleppo,2017,Dinamarca,Película
6313,The Cave,2019,Siria,Película
6314,El infierno en la Tierra: La caída de Siria y el ascenso del ISIS,2017,Estados Unidos,Película
6315,Misión mortal,2018,Reino Unido,Película
6316,Apocalypse Now,1979,Estados Unidos,Película
6317,Acorralado (Rambo),1982,Estados Unidos,Película
6318,"Good Morning, Vietnam",1987,Estados Unidos,Película
6319,Across the Universe,2007,Estados Unidos,Película
6320,La colina de la hamburguesa,1987,Estados Unidos,Película
6321,La escalera de Jacob,1990,Estados Unidos,Película
6322,Tigerland,2000,Estados Unidos,Película
6323,Desaparecido en combate,1984,Estados Unidos,Película
6324,Operación elefante,1995,Estados Unidos,Película
6325,La guerra,1994,Estados Unidos,Película
6326,Da 5 Bloods: Hermanos de armas,2020,Estados Unidos,Película
6327,El cielo y la tierra,1993,Estados Unidos,Película
6328,El regreso,1978,Estados Unidos,Película
6329,Desaparecido en combate 3,1988,Estados Unidos,Película
6330,Jardines de piedra,1987,Estados Unidos,Película
6331,Los Estados Unidos contra John Lennon,2006,Estados Unidos,Película
6332,Bat 21,1988,Estados Unidos,Película
6333,Más allá del valor,1983,Estados Unidos,Película
6334,Boinas verdes,1968,Estados Unidos,Película
6335,El vuelo del Intruder,1991,Estados Unidos,Película
6336,Una bala en la cabeza,1990,Hong Kong,Película
6337,Quarry (Serie de TV),2016,Estados Unidos,Serie de TV
6338,Jacknife,1989,Estados Unidos,Película
6339,Saigón,1988,Estados Unidos,Película
6340,Danger Close: La batalla de Long Tan,2019,Australia,Película
6341,Los visitantes,1972,Estados Unidos,Película
6342,Los chicos de la compañía C,1978,Estados Unidos,Película
6343,Mickey Mouse in Vietnam (C),1968,Estados Unidos,Cortometraje
6344,Amor y honor,2013,Estados Unidos,Película
6345,Morir para contar,2017,España,Película
6346,La última apuesta,1991,Estados Unidos,Película
6347,Con todos los honores,2019,Estados Unidos,Película
6348,R-Point,2004,Corea del Sur,Película
6349,Firebase (C),2017,Canadá,Cortometraje
6350,Hearts and Minds,1974,Estados Unidos,Película
6351,La patrulla,1978,Estados Unidos,Película
6352,Loin du Vietnam,1967,Francia,Película
6353,La caza del Octubre rojo,1990,Estados Unidos,Película
6354,"Uno, dos, tres",1961,Estados Unidos,Película
6355,Cortina rasgada,1966,Estados Unidos,Película
6356,K-19: The Widowmaker,2002,Estados Unidos,Película
6357,Atómica (Atomic Blonde),2017,Estados Unidos,Película
6358,Trece días (13 días),2000,Estados Unidos,Película
6359,The Americans (Serie de TV),2013,Estados Unidos,Serie de TV
6360,"Firefox, el arma definitiva",1982,Estados Unidos,Película
6361,Topaz,1969,Estados Unidos,Película
6362,El premio,1963,Estados Unidos,Película
6363,El cuarto protocolo,1987,Reino Unido,Película
6364,La casa Rusia,1990,Estados Unidos,Película
6365,El caso Farewell,2009,Francia,Película
6366,Las sandalias del pescador,1968,Estados Unidos,Película
6367,El hombre de Mackintosh,1973,Reino Unido,Película
6368,Siete días de mayo,1964,Estados Unidos,Película
6369,Bárbara,2012,Alemania,Película
6370,Comandante,2003,España,Película
6371,El espía que surgió del frío,1965,Reino Unido,Película
6372,Punto límite,1964,Estados Unidos,Película
6373,La Red Avispa,2019,Francia,Película
6374,Los USA en zona rusa (TV),1994,Estados Unidos,TV
6375,Gorky Park,1983,Estados Unidos,Película
6376,Matinee,1993,Estados Unidos,Película
6377,A la caza del lobo rojo,1989,Estados Unidos,Película
6378,Estación polar Cebra,1968,Estados Unidos,Película
6379,¡Que vienen los rusos!,1966,Estados Unidos,Película
6380,Phantom,2013,Estados Unidos,Película
6381,Águila de acero II,1988,Canadá,Película
6382,Llamada para un muerto,1966,Reino Unido,Película
6383,La última noche de Boris Grushenko,1975,Estados Unidos,Película
6384,Guerra y paz,1956,Estados Unidos,Película
6385,El hidalgo de los mares,1951,Estados Unidos,Película
6386,Guerra y paz (Miniserie de TV),2016,Reino Unido,Miniserie de TV
6387,La fragata infernal,1962,Reino Unido,Película
6388,Waterloo,1970,Italia,Película
6389,Napoléon (Miniserie de TV),2002,Francia,Miniserie de TV
6390,Désirée,1954,Estados Unidos,Película
6391,Guerra y paz,1966,Unión Soviética (URSS),Película
6392,Guerra y paz (Miniserie de TV),2007,Rusia,Miniserie de TV
6393,Austerlitz,1960,Francia,Película
6394,Motín en el Defiant,1962,Reino Unido,Película
6395,Pan Tadeusz,1999,Polonia,Película
6396,Había una vez un hombre (Terje Vigen),1917,Suecia,Película
6397,Las líneas de Wellington,2012,Portugal,Película
6398,Napoleón,1955,Francia,Película
6399,La última batalla (Monsieur N.),2003,Francia,Película
6400,Viaje a los confines de la tierra (Miniserie de TV),2005,Reino Unido,Miniserie de TV
6401,La máscara púrpura,1955,Estados Unidos,Película
6402,Hornblower: Las mismas posibilidades (Miniserie de TV),1998,Reino Unido,Miniserie de TV
6403,Madame Sans-Gêne,1961,Francia,Película
6404,Hornblower: Motín (Miniserie de TV),2001,Reino Unido,Miniserie de TV
6405,Hornblower: Examen para teniente (Miniserie de TV),1998,Reino Unido,Miniserie de TV
6406,Hornblower: Las ranas y las langostas (Miniserie de TV),1999,Reino Unido,Miniserie de TV
6407,Hornblower: Castigo (Miniserie de TV),2001,Reino Unido,Miniserie de TV
6408,Hornblower: La duquesa y el diablo (Miniserie de TV),1999,Reino Unido,Miniserie de TV
6409,Hornblower: Deber (Miniserie de TV),2003,Reino Unido,Miniserie de TV
6410,Hornblower: Lealtad (Miniserie de TV),2003,Reino Unido,Miniserie de TV
6411,Sharpe y sus fusileros (TV),1993,Reino Unido,TV
6412,Cenizas,1965,Polonia,Película
6413,Guerra y paz (Miniserie de TV),1972,Reino Unido,Miniserie de TV
6414,"Halloween, el origen",2007,Estados Unidos,Película
6415,La noche de Halloween,2018,Estados Unidos,Película
6416,Historias de miedo para contar en la oscuridad,2019,Estados Unidos,Película
6417,Halloween: H20. Veinte años después,1998,Estados Unidos,Película
6418,Truco o trato: Terror en Halloween,2007,Estados Unidos,Película
6419,Los Simpson: La casa-árbol del terror IV (TV),1993,Estados Unidos,TV
6420,Los Simpson: La casa-árbol del terror VII (TV),1996,Estados Unidos,TV
6421,La casa del terror (Haunt),2019,Estados Unidos,Película
6422,Halloween 2 (Halloween II: ¡Sanguinario!),1981,Estados Unidos,Película
6423,Los Simpson: La casa-árbol del terror VI (TV),1995,Estados Unidos,TV
6424,Halloween II (H2),2009,Estados Unidos,Película
6425,Los Simpson: La casa-árbol del terror II (TV),1991,Estados Unidos,TV
6426,Los Simpson: La casa-árbol del terror (TV),1990,Estados Unidos,TV
6427,Halloween: Resurrection,2002,Estados Unidos,Película
6428,Los Simpson: La casa-árbol del terror III (TV),1992,Estados Unidos,TV
6429,Los Simpson: La casa-árbol del terror VIII (TV),1997,Estados Unidos,TV
6430,Los Simpson: La casa-árbol del terror IX (TV),1998,Estados Unidos,TV
6431,Halloween 4: El regreso de Michael Myers,1988,Estados Unidos,Película
6432,El halloween de Hubie,2020,Estados Unidos,Película
6433,El baile de los esqueletos (C),1929,Estados Unidos,Cortometraje
6434,Halloween: La Maldición de Michael Myers (Halloween 6),1995,Estados Unidos,Película
6435,Los Simpson: La casa-árbol del terror XII (TV),2001,Estados Unidos,TV
6436,La leyenda de Sleepy Hollow,1949,Estados Unidos,Película
6437,Halloween III: Season of the Witch (Halloween 3),1983,Estados Unidos,Película
6438,Los Simpson: La casa-árbol del terror XIII (TV),2002,Estados Unidos,TV
6439,Cuentos de Halloween,2015,Estados Unidos,Película
6440,Halloween 5: La venganza de Michael Myers,1989,Estados Unidos,Película
